Customer Name,Category,Sales,Profit
Frank Carlisle,Office Supplies,6.216,-4.9728
Larry Hughes,Office Supplies,8.896,0.6672
Robert Marley,Office Supplies,1640.7,459.396
Robert Marley,Technology,270,97.2
Don Miller,Furniture,19.52,5.368
Don Miller,Office Supplies,9.81,-6.867
Don Miller,Furniture,213.216,15.9912
Evan Henry,Office Supplies,588.784,183.995
Toby Carlisle,Office Supplies,2.064,0.1548
Arianne Irving,Office Supplies,6.368,2.388
Jessica Myrick,Technology,99.6,36.852
Jessica Myrick,Office Supplies,62.296,21.0249
Jessica Myrick,Office Supplies,10.71,2.7846
Bill Eplett,Office Supplies,20.936,7.0659
Dan Reichenbach,Technology,33,8.25
Dan Reichenbach,Technology,249.95,87.4825
Tom Ashbrook,Office Supplies,357.93,7.1586
Tom Ashbrook,Technology,57.4,10.906
Tom Ashbrook,Office Supplies,331.96,149.382
Tom Ashbrook,Furniture,40.56,12.9792
Kristina Nunn,Office Supplies,"2/Pack\"",0.0
Patrick Jones,Office Supplies,38.016,13.7808
Matt Connell,Office Supplies,8.384,0.7336
Matt Connell,Office Supplies,6.848,0.7704
Bruce Stewart,Office Supplies,19.6,9.604
Bruce Stewart,Furniture,68.46,20.538
Pete Kriz,Office Supplies,13.344,4.3368
Pete Kriz,Furniture,1478.272,92.392
Thomas Seio,Office Supplies,16.272,-3.8646
Bruce Degenhardt,Furniture,9.24,4.4352
Toby Swindell,Office Supplies,32.34,-23.716
Toby Swindell,Office Supplies,56.064,19.6224
Toby Swindell,Office Supplies,108.72,36.693
Toby Swindell,Furniture,181.47,-320.597
Shui Tom,Office Supplies,16.176,6.066
Dean Braden,Furniture,122.352,13.7646
Karen Ferguson,Furniture,585.552,73.194
Karen Ferguson,Office Supplies,19.44,9.3312
Justin MacKendrick,Office Supplies,123.92,9.294
Tony Sayre,Furniture,13.36,4.008
Tony Sayre,Office Supplies,78.256,-17.6076
Tony Sayre,Furniture,102.018,-183.6324
Yoseph Carroll,Office Supplies,750.68,37.534
Dean percer,Office Supplies,44.4,22.2
Dean percer,Office Supplies,84.55,22.8285
Dean percer,Office Supplies,17.94,8.7906
Shirley Jackson,Office Supplies,"800 sheets\"",0.0
Karen Bern,Office Supplies,1.869,-1.3083
Chris Selesnick,Technology,103.192,11.6091
Chris Selesnick,Technology,36,6.48
Chris Selesnick,Technology,239.96,115.1808
Chris Selesnick,Office Supplies,40.68,0.4068
Emily Burns,Furniture,419.136,-68.1096
Philip Brown,Office Supplies,23.472,7.6284
Michelle Tran,Office Supplies,3.592,-6.286
Barry Franz�sisch,Technology,23.976,-5.6943
Barry Franz�sisch,Office Supplies,6.264,2.0358
Barry Franz�sisch,Office Supplies,20.808,1.8207
Barry Franz�sisch,Furniture,218.352,-19.1058
Claire Gute,Office Supplies,18.16,1.816
Duane Huffman,Office Supplies,7.36,0.1472
Duane Huffman,Office Supplies,41.4,19.872
Duane Huffman,Furniture,411.332,-4.8392
Shaun Chance,Office Supplies,7.656,-6.1248
Hunter Glantz,Technology,63.92,19.176
Michelle Moray,Office Supplies,6.56,1.9024
Michelle Moray,Office Supplies,7.83,3.6018
Michelle Moray,Technology,41.9,8.799
Michelle Moray,Furniture,664.146,88.5528
Michelle Moray,Office Supplies,8.96,4.3904
Thea Hudgings,Furniture,3.312,0.6624
Thea Hudgings,Office Supplies,20.136,1.2585
Thea Hudgings,Office Supplies,8.856,2.8782
Thea Hudgings,Technology,859.2,-186.16
Joel Eaton,Office Supplies,61.96,27.882
Patrick Gardner,Office Supplies,17.92,8.6016
Maria Bertelson,Furniture,145.9,62.737
Joy Daniels,Office Supplies,56.704,19.1376
Joy Daniels,Technology,11.12,3.475
Jennifer Halladay,Office Supplies,"200 Dupl. Sets/Book\"",0.2
Jennifer Halladay,Office Supplies,22.776,7.6869
Edward Nazzal,Technology,239.97,2.3997
Edward Nazzal,Office Supplies,160.32,44.8896
Edward Nazzal,Technology,128.85,3.8655
Karen Carlisle,Technology,1319.96,527.984
Michael Stewart,Furniture,239.96,-10.284
Michael Stewart,Furniture,54.768,6.846
Michael Stewart,Office Supplies,13.392,3.1806
Michael Stewart,Office Supplies,23.92,8.671
Michael Stewart,Technology,255.968,-28.7964
Chloris Kastensmidt,Office Supplies,21.552,7.0044
Chloris Kastensmidt,Office Supplies,58.24,15.7248
Sanjit Jacobs,Office Supplies,80.28,36.9288
Erin Ashbrook,Office Supplies,9.78,4.0098
Michael Granlund,Office Supplies,1.81,0.6516
Alejandro Ballentine,Office Supplies,37.94,18.2112
Scott Cohen,Technology,79.96,27.986
Todd Boyes,Office Supplies,115.296,40.3536
Juliana Krohn,Technology,2479.96,743.988
Clytie Kelty,Technology,179.94,75.5748
Clytie Kelty,Technology,26.85,5.1015
Clytie Kelty,Technology,323.37,129.348
Clytie Kelty,Office Supplies,59.94,28.1718
Clytie Kelty,Office Supplies,64.14,30.7872
Clytie Kelty,Office Supplies,11.67,5.6016
Clytie Kelty,Office Supplies,12.96,6.2208
Sonia Sunley,Office Supplies,17.43,8.0178
Laurel Elliston,Furniture,181.986,-54.5958
Laurel Elliston,Office Supplies,1.592,-2.6268
Laurel Elliston,Office Supplies,22.344,2.5137
Erin Smith,Furniture,455.97,-218.8656
Erin Smith,Office Supplies,10.44,-7.656
Erin Smith,Office Supplies,5.214,-4.1712
Michael Granlund,Office Supplies,67.4,17.524
Justin MacKendrick,Furniture,25.16,10.5672
Justin MacKendrick,Technology,126.56,47.46
Sheri Gordon,Office Supplies,43.68,11.7936
Sheri Gordon,Technology,139.93,34.9825
Darren Budd,Office Supplies,2.672,0.334
Darren Budd,Office Supplies,16.656,-3.123
Darren Budd,Technology,79.512,20.8719
Darren Budd,Office Supplies,36.288,12.7008
Darren Budd,Furniture,67.9932,-12.9987
Jane Waco,Furniture,10.16,3.4544
Keith Dawkins,Furniture,6.16,1.9712
Keith Dawkins,Office Supplies,56.3,15.764
Ivan Liston,Office Supplies,6.48,3.1104
Ivan Liston,Office Supplies,1325.85,238.653
Ivan Liston,Office Supplies,14.94,6.8724
Jim Epp,Office Supplies,34.54,17.27
Jim Epp,Technology,2999.95,1439.976
Jim Epp,Office Supplies,64.12,30.7776
Stephanie Ulpright,Office Supplies,19.456,2.1888
Stephanie Ulpright,Technology,209.986,8.9994
Stephanie Ulpright,Office Supplies,29.76,1.86
Stephanie Ulpright,Furniture,89.768,-2.5648
Stephanie Ulpright,Technology,959.984,335.9944
Stephanie Ulpright,Office Supplies,15.552,5.6376
Stephanie Ulpright,Technology,34.36,-7.3015
Erin Ashbrook,Office Supplies,98.376,35.6613
Erin Ashbrook,Office Supplies,29.94,-23.952
Erin Ashbrook,Office Supplies,17.472,5.6784
Erin Ashbrook,Technology,36.738,-9.1845
Erin Ashbrook,Technology,179.94,-44.985
Roy Franz�sisch,Furniture,383.64,122.7648
Roy Franz�sisch,Office Supplies,56.52,15.8256
Liz Carlisle,Office Supplies,6.56,1.9024
Liz Carlisle,Furniture,243.92,-15.245
Liz Carlisle,Office Supplies,47.52,22.8096
Paul Stevenson,Furniture,19.98,8.5914
Paul Stevenson,Office Supplies,8,3.44
Jas O'Carroll,Furniture,6.16,1.9712
Victor Preis,Office Supplies,83.56,1.6712
Victor Preis,Technology,546.06,163.818
Victor Preis,Office Supplies,269.49,5.3898
Guy Armstrong,Office Supplies,10.9,3.597
Eugene Moren,Office Supplies,"Dark Blue\"",0.2
Doug Bickford,Office Supplies,34.05,9.534
Doug Bickford,Office Supplies,352.38,81.0474
Marina Lichtenstein,Furniture,245.98,27.0578
Marina Lichtenstein,Office Supplies,18.94,9.47
Jennifer Halladay,Office Supplies,59.913,-45.9333
Bart Pistole,Technology,391.98,109.7544
Bart Pistole,Technology,437.85,131.355
Sarah Brown,Office Supplies,68.62,32.2514
Stewart Visinsky,Office Supplies,25.02,6.5052
Stewart Visinsky,Office Supplies,10.71,2.7846
Denny Ordway,Office Supplies,55.984,4.1988
Denny Ordway,Office Supplies,14.48,4.887
Denny Ordway,Technology,142.488,-3.5622
Todd Boyes,Office Supplies,14.16,1.062
Todd Boyes,Office Supplies,79.92,27.972
Bill Stewart,Office Supplies,590.352,206.6232
Filia McAdams,Furniture,17.088,1.068
Filia McAdams,Furniture,98.392,-11.0691
John Lee,Office Supplies,11.05,2.9835
Art Ferguson,Office Supplies,7.78,2.0228
Barry Gonzalez,Technology,659.9,217.767
Maria Bertelson,Technology,53.04,-4.641
Helen Wasserman,Technology,843.9,371.316
Helen Wasserman,Technology,1496.16,224.424
Adrian Barton,Office Supplies,"Gray\"",0.0
Jennifer Patt,Office Supplies,21.3,8.733
Jennifer Patt,Office Supplies,1040.8,281.016
Jennifer Patt,Office Supplies,29.34,7.9218
Darrin Van Huff,Furniture,19.52,5.368
Charlotte Melton,Office Supplies,443.92,8.8784
Steve Chapman,Technology,499.95,174.9825
Steve Chapman,Office Supplies,3.04,1.0336
Steve Chapman,Furniture,201.96,50.49
Steve Chapman,Furniture,68.64,17.16
Victoria Wilson,Technology,100,21.0
Victoria Wilson,Technology,359.98,21.5988
Paul Prost,Furniture,6.16,2.9568
Paul Prost,Furniture,2348.82,399.2994
Dan Reichenbach,Office Supplies,13.872,4.6818
Dan Reichenbach,Furniture,273.552,-13.6776
Rick Bensley,Furniture,815.292,-339.705
Natalie Fritzler,Technology,234.45,103.158
Natalie Fritzler,Furniture,1256.22,75.3732
Natalie Fritzler,Office Supplies,17.46,8.2062
Clay Rozendal,Office Supplies,10.528,3.6848
Stephanie Ulpright,Office Supplies,152.8,76.4
Sample Company A,Office Supplies,82.56,28.896
Sample Company A,Technology,284.97,85.491
Michelle Lonsdale,Furniture,"Black\"",0.0
Gary McGarr,Furniture,1325.76,149.148
Gary McGarr,Furniture,572.16,35.76
Jim Kriz,Office Supplies,28.8,10.08
Alyssa Tate,Office Supplies,11.12,2.8912
Daniel Byrd,Furniture,7.04,3.0976
Anna H�berlin,Office Supplies,17.94,8.7906
Sanjit Jacobs,Office Supplies,34.76,11.297
Harry Marie,Furniture,74.45,20.1015
Andrew Gjertsen,Furniture,192.22,69.1992
Joy Bell-,Office Supplies,19.44,9.3312
Anthony Johnson,Office Supplies,32.4,15.552
Anthony Johnson,Office Supplies,57.9,28.95
Anthony Johnson,Office Supplies,10.56,0.0
Anthony Johnson,Furniture,1194.165,210.735
Muhammed MacIntyre,Office Supplies,40.99,20.0851
Tiffany House,Office Supplies,2.94,0.7938
Adrian Hane,Office Supplies,45.24,-30.16
Adrian Hane,Office Supplies,18.688,2.336
Adrian Hane,Office Supplies,11.648,3.7856
Adrian Hane,Technology,112.776,-8.4582
Adrian Hane,Furniture,377.45,-264.215
Adrian Hane,Office Supplies,15.936,5.1792
Adrian Hane,Technology,28.68,-7.17
Craig Leslie,Furniture,21.44,7.504
Craig Leslie,Office Supplies,511.056,-95.823
Jason Gross,Office Supplies,18.656,1.3992
Jason Gross,Office Supplies,11.088,-8.1312
Jason Gross,Office Supplies,66.688,4.168
Jason Gross,Office Supplies,99.488,8.7052
Sanjit Engle,Office Supplies,14.62,6.8714
Sanjit Engle,Office Supplies,53.984,17.5448
Sanjit Engle,Technology,389.97,132.5898
Trudy Glocke,Furniture,355.36,92.3936
Trudy Glocke,Technology,140.376,8.7735
Sally Hughsby,Office Supplies,15.84,5.544
Sally Hughsby,Office Supplies,8.448,2.64
Marc Crier,Office Supplies,12.96,6.2208
Patrick Jones,Technology,57.408,5.7408
Patrick Jones,Technology,27.6,2.208
Zuschuss Carroll,Furniture,38.976,-50.6688
Steve Carroll,Office Supplies,20.44,9.198
Steve Carroll,Office Supplies,109.92,53.8608
Benjamin Patterson,Office Supplies,6.38,2.9348
Benjamin Patterson,Office Supplies,6.48,3.1104
Rob Dowd,Office Supplies,15.84,7.128
Rob Dowd,Technology,1049.93,293.9804
Rob Dowd,Office Supplies,154.9,40.274
Ken Lonsdale,Office Supplies,Black,3.0
Chloris Kastensmidt,Office Supplies,14.32,5.191
Chloris Kastensmidt,Furniture,129.888,12.9888
Chloris Kastensmidt,Office Supplies,48.944,16.5186
Roger Barcio,Furniture,275.058,-90.3762
Kalyca Meade,Office Supplies,27.36,9.3024
Kalyca Meade,Office Supplies,"5 1/2\"\" X 4\"\"\"",0.0
Kalyca Meade,Technology,134.99,36.4473
Kalyca Meade,Office Supplies,26.4,12.672
Kalyca Meade,Furniture,542.94,141.1644
Amy Hunt,Furniture,71.088,-1.7772
Anthony Garverick,Office Supplies,"Black\"",0.8
Anthony Garverick,Office Supplies,13.456,-23.548
Evan Bailliet,Office Supplies,11.84,4.44
Paul Gonzalez,Office Supplies,35.88,17.5812
Cathy Armstrong,Office Supplies,40.752,15.282
Cathy Armstrong,Technology,139.96,-22.7435
Sung Shariari,Office Supplies,2.624,0.2952
Sung Shariari,Furniture,136.53,-52.3365
Sung Shariari,Technology,263.96,42.8935
Resi P�lking,Office Supplies,11.64,3.3756
Shaun Chance,Office Supplies,40.176,14.5638
Natalie Webber,Furniture,79.44,30.1872
Natalie Webber,Office Supplies,357.93,7.1586
Natalie Webber,Furniture,127.764,21.294
Natalie Webber,Technology,2799.944,1014.9797
Natalie Webber,Office Supplies,19.44,9.3312
Katrina Willman,Technology,36.792,4.1391
Hallie Redmond,Technology,5.94,1.6038
Arthur Gainer,Office Supplies,177.55,47.9385
Brian Moss,Technology,619.95,111.591
Brian Moss,Technology,29.16,8.4564
Brian Moss,Office Supplies,57.96,27.2412
Brian Moss,Office Supplies,29.403,5.2272
Roger Demir,Office Supplies,81.4,21.164
Ken Black,Office Supplies,8.72,2.289
Ken Black,Technology,91.176,4.5588
Ken Black,Technology,159.968,29.994
Dorothy Wardle,Office Supplies,12.96,6.2208
Vivek Grady,Office Supplies,331.536,-82.884
Dan Reichenbach,Technology,899.91,395.9604
Anna H�berlin,Technology,946.344,118.293
Jeremy Pistek,Technology,178.11,32.0598
Jeremy Pistek,Office Supplies,1089.75,305.13
Jeremy Pistek,Office Supplies,61.06,28.0876
Jeremy Pistek,Furniture,459.92,41.3928
Jeremy Pistek,Office Supplies,27.52,12.6592
Dan Reichenbach,Furniture,638.82,185.2578
Dan Reichenbach,Office Supplies,30.69,7.9794
Dan Reichenbach,Furniture,25.16,8.5544
Jim Karlsson,Office Supplies,13.92,4.872
Mark Van Huff,Office Supplies,19.36,9.2928
Mark Van Huff,Furniture,19.3,5.79
Becky Pak,Office Supplies,38.376,13.4316
Dave Hallsten,Office Supplies,12.96,6.3504
Dave Hallsten,Furniture,26.48,10.0624
Dave Hallsten,Technology,532.72,53.272
Dave Hallsten,Office Supplies,26.72,12.8256
Dave Hallsten,Office Supplies,20.04,9.6192
Dave Hallsten,Office Supplies,795.48,7.9548
Dave Hallsten,Furniture,21.56,6.8992
Lena Hernandez,Technology,249.584,31.198
Lena Hernandez,Technology,68.112,17.8794
Lena Hernandez,Technology,16.56,-2.484
Dave Kipp,Technology,74.95,36.7255
Shahid Shariari,Furniture,355.455,-184.8366
Frank Preis,Office Supplies,44.4,22.2
Frank Preis,Office Supplies,20.65,9.499
Liz Carlisle,Furniture,866.4,225.264
Alan Shonely,Office Supplies,5.56,1.4456
Hunter Glantz,Office Supplies,3.16,-8.532
Hunter Glantz,Technology,1999.96,624.9875
Barry Weirich,Furniture,46.152,12.1149
Brosina Hoffman,Technology,32.985,-1.9791
Julie Prescott,Office Supplies,481.32,125.1432
Julie Prescott,Office Supplies,6.384,2.1546
Justin MacKendrick,Office Supplies,542.94,152.0232
Justin MacKendrick,Furniture,54.92,19.7712
Fred Hopkins,Furniture,1448.82,209.274
Matt Collins,Office Supplies,"Gray\"",0.0
Emily Burns,Technology,333.576,25.0182
Peter McVee,Office Supplies,60.144,20.2986
Alex Russell,Technology,85.2,20.235
Sung Shariari,Office Supplies,3.15,1.512
Sung Shariari,Office Supplies,"200/Messages\"",0.0
Shaun Chance,Furniture,14.91,4.6221
Shaun Chance,Office Supplies,1158.12,335.8548
Erin Ashbrook,Technology,599.99,233.9961
Theone Pippenger,Office Supplies,23.968,2.3968
Beth Paige,Furniture,638.288,-31.9144
Beth Paige,Office Supplies,13.208,4.6228
Liz MacKendrick,Office Supplies,15.528,5.823
Kean Takahito,Office Supplies,104.85,50.328
Arthur Prichep,Office Supplies,30.48,7.9248
Arthur Prichep,Furniture,112.648,11.2648
John Dryer,Technology,71.976,24.2919
Xylona Preis,Office Supplies,2.21,0.5967
Xylona Preis,Office Supplies,15.52,7.4496
Xylona Preis,Office Supplies,36.44,16.398
Juliana Krohn,Furniture,217.764,-384.7164
Juliana Krohn,Office Supplies,39.072,4.3956
Juliana Krohn,Office Supplies,22.638,-16.6012
Juliana Krohn,Office Supplies,95.144,10.7037
Mitch Gastineau,Furniture,12.32,1.848
Mitch Gastineau,Office Supplies,"Light Blue\"",0.7
Patrick Gardner,Office Supplies,35,16.8
Patrick Gardner,Furniture,72.784,0.0
Patrick Gardner,Office Supplies,97.84,25.4384
Patrick Gardner,Furniture,51.75,15.525
Patrick Gardner,Office Supplies,46.672,16.3352
Lisa DeCherney,Office Supplies,1395.54,362.8404
Lisa DeCherney,Furniture,117.36,36.3816
Lisa DeCherney,Office Supplies,18.9,8.694
Lisa DeCherney,Office Supplies,77.52,37.9848
Craig Reiter,Furniture,421.372,-6.0196
Michael Nguyen,Technology,575.968,43.1976
Michael Nguyen,Office Supplies,10.368,3.6288
Ruben Dartt,Technology,15.984,1.1988
Julie Prescott,Office Supplies,10.272,1.1556
Katrina Edelman,Office Supplies,61.792,6.1792
Katrina Edelman,Furniture,205.9992,-27.2646
Delfina Latchford,Office Supplies,"24 Cards/25 Envelopes/Set\"",0.2
Delfina Latchford,Office Supplies,87.168,8.7168
Delfina Latchford,Office Supplies,31.744,8.3328
Karen Bern,Furniture,132.224,-18.1808
Justin Deggeller,Office Supplies,105.52,48.5392
Justin Deggeller,Furniture,91.96,15.6332
Justin Deggeller,Technology,1487.976,185.997
Steven Roelle,Office Supplies,19.44,9.3312
Amy Cox,Technology,11.672,-0.7295
Lynn Smith,Technology,279.96,78.3888
Lynn Smith,Office Supplies,12.912,4.6806
Lynn Smith,Office Supplies,17.088,5.7672
Lynn Smith,Office Supplies,93.15,44.712
Lynn Smith,Office Supplies,11.52,5.6448
Charles Sheldon,Office Supplies,238.62,4.7724
Charles Sheldon,Office Supplies,7.77,2.0979
Charles Sheldon,Furniture,285.48,-10.7055
Charles Sheldon,Office Supplies,19.168,6.4692
Andrew Roberts,Office Supplies,26.136,1.9602
Katrina Bavinger,Office Supplies,419.4,201.312
Katrina Bavinger,Furniture,90.801,14.1246
Katrina Bavinger,Furniture,181.764,-8.0784
Katrina Bavinger,Office Supplies,5.56,2.224
Michael Moore,Furniture,581.96,104.7528
Michael Moore,Furniture,29.98,8.0946
Roland Fjeld,Technology,519.96,176.7864
Beth Paige,Office Supplies,6.264,2.0358
Beth Paige,Furniture,363.92,0.0
Max Jones,Office Supplies,64.2,-42.8
Max Jones,Office Supplies,"800 sheets\"",0.7
Max Jones,Technology,72.6,-8.1675
Doug O'Connell,Technology,57.568,5.7568
Mark Van Huff,Office Supplies,83.7,3.348
Michael Grace,Office Supplies,32.4,15.552
Michael Grace,Furniture,47.98,11.0354
Brian Stugart,Technology,415.968,51.996
Brian Stugart,Office Supplies,304.9,6.098
Brian Stugart,Furniture,80.96,29.1456
Brian Stugart,Office Supplies,777.21,54.4047
Brian Stugart,Office Supplies,32.4,15.552
Brian Stugart,Furniture,225.568,2.8196
Brian Stugart,Furniture,36.6,15.372
Philisse Overcash,Office Supplies,715.64,178.91
Philisse Overcash,Office Supplies,795.51,143.1918
Philisse Overcash,Technology,549.99,274.995
Philisse Overcash,Office Supplies,74.76,34.3896
Philisse Overcash,Furniture,29.22,12.8568
Dianna Arnett,Office Supplies,9.64,4.7236
Anna H�berlin,Office Supplies,33.488,-1.2558
Anna H�berlin,Office Supplies,23.04,-4.896
Anna H�berlin,Office Supplies,1.362,-2.1792
Anna H�berlin,Furniture,14.76,-11.439
Joe Kamberova,Furniture,239.666,14.098
MaryBeth Skach,Furniture,301.96,45.294
Jim Kriz,Office Supplies,7.968,2.8884
Chris McAfee,Office Supplies,109.92,53.8608
Chris McAfee,Office Supplies,19.44,9.3312
Chris McAfee,Office Supplies,11.16,4.3524
Ricardo Sperren,Office Supplies,79.47,22.2516
Ricardo Sperren,Office Supplies,4.56,2.0064
Ricardo Sperren,Furniture,1133.35,294.671
Ben Peterman,Office Supplies,4.672,0.584
Ben Peterman,Office Supplies,104.58,-80.178
Michelle Arnett,Furniture,1603.136,100.196
Ed Braxton,Furniture,1293.488,80.843
Ruben Dartt,Furniture,127.95,21.7515
Maria Etezadi,Office Supplies,59.76,16.7328
Erica Hernandez,Office Supplies,108.08,54.04
Erica Hernandez,Office Supplies,9.54,4.3884
Frank Merwin,Office Supplies,11.736,1.0269
Frank Gastineau,Office Supplies,447.86,219.4514
Frank Gastineau,Office Supplies,17.94,8.7906
Frank Gastineau,Office Supplies,245.88,68.8464
Mark Van Huff,Office Supplies,192.16,92.2368
Jane Waco,Furniture,801.568,50.098
Jane Waco,Office Supplies,368.91,180.7659
Jane Waco,Furniture,885.528,-99.6219
Edward Hooks,Furniture,28.28,7.3528
Edward Hooks,Office Supplies,4912.59,196.5036
Lynn Smith,Office Supplies,14.352,5.0232
Lynn Smith,Technology,179.97,86.3856
Barry Pond,Office Supplies,42.76,11.1176
Chris Cortes,Office Supplies,45.68,21.0128
Jill Matthias,Office Supplies,25.06,11.7782
Roger Demir,Office Supplies,38.432,13.4512
Roger Demir,Office Supplies,21.568,1.6176
Roger Demir,Technology,81.576,2.0394
Shahid Shariari,Office Supplies,2.78,1.3622
Keith Dawkins,Office Supplies,99.87,23.9688
Paul Lucas,Office Supplies,44.4,22.2
Paul Lucas,Office Supplies,21.4,9.63
Zuschuss Donatelli,Furniture,71.12,22.0472
Zuschuss Donatelli,Technology,259.96,124.7808
Linda Southworth,Office Supplies,9.78,4.89
Patrick Bzostek,Office Supplies,24.192,7.56
Pamela Coakley,Furniture,31.56,10.4148
Frank Merwin,Office Supplies,59.94,28.1718
Frank Merwin,Office Supplies,45.36,22.2264
Frank Merwin,Office Supplies,26.4,12.672
Frank Merwin,Office Supplies,41.4,19.872
Frank Merwin,Technology,16.95,1.017
Keith Dawkins,Office Supplies,24.704,9.264
Keith Dawkins,Office Supplies,59.7,26.865
Keith Dawkins,Furniture,14.52,5.6628
Keith Dawkins,Office Supplies,104.184,33.8598
Steve Carroll,Office Supplies,46.53,13.0284
Dorothy Wardle,Office Supplies,25.5,6.63
Peter Fuller,Office Supplies,14.9,1.043
Peter Fuller,Office Supplies,87.71,41.2237
Peter Fuller,Furniture,199.764,8.8784
Peter Fuller,Office Supplies,94.6,27.434
Peter Fuller,Furniture,4228.704,158.5764
Peter Fuller,Furniture,2003.92,-25.049
Peter Fuller,Technology,209.97,58.7916
Peter Fuller,Technology,659.9,217.767
Peter Fuller,Office Supplies,110.96,53.2608
Peter Fuller,Technology,67.8,1.356
Dean Katz,Furniture,313.176,-120.0508
Richard Bierner,Office Supplies,22.96,6.6584
Giulietta Dortch,Technology,1099.5,362.835
Ruben Ausman,Furniture,1215.92,316.1392
Dorothy Badders,Office Supplies,7.31,3.4357
Dorothy Badders,Furniture,8.92,3.9248
Rob Lucas,Furniture,87.21,-45.3492
Rob Lucas,Office Supplies,15.552,5.4432
Rob Lucas,Technology,683.988,-113.998
Rob Lucas,Office Supplies,13.392,1.0044
Rob Lucas,Technology,16.776,4.8231
Rob Lucas,Technology,527.92,85.787
Rick Bensley,Furniture,25.4,8.636
Rick Bensley,Technology,177.48,19.9665
Rick Bensley,Technology,71.976,8.997
Jason Fortune-,Technology,95.992,9.5992
Jason Fortune-,Office Supplies,13.216,4.2952
Robert Waldorf,Technology,435.84,130.752
Robert Waldorf,Office Supplies,5.88,1.5876
Vivek Gonzalez,Technology,211.168,18.4772
Janet Molinari,Furniture,6.28,2.6376
Janet Molinari,Technology,95.1,30.432
Janet Molinari,Office Supplies,25.92,12.4416
Janet Molinari,Office Supplies,48.84,13.1868
Brad Eason,Office Supplies,25.9,12.691
Claudia Bergmann,Office Supplies,42.68,19.6328
Claudia Bergmann,Technology,299.97,125.9874
Claudia Bergmann,Office Supplies,262.24,78.672
Claudia Bergmann,Office Supplies,234.36,112.4928
Shirley Daniels,Office Supplies,20.736,7.2576
Susan Gilcrest,Office Supplies,10.5,2.94
Tom Stivers,Furniture,23.968,7.7896
Tom Stivers,Furniture,521.96,-250.5408
Dean Katz,Office Supplies,"Sand\"",0.0
Dean Katz,Office Supplies,154.9,40.274
Dean Katz,Office Supplies,30.56,14.9744
Dean Katz,Furniture,770.352,77.0352
Marina Lichtenstein,Furniture,21.12,6.5472
Matt Abelman,Technology,575.928,57.5928
Matt Abelman,Office Supplies,7.78,2.0228
Matt Abelman,Office Supplies,123.92,55.764
Lisa Ryan,Office Supplies,17.22,5.166
Lisa Ryan,Office Supplies,226.56,63.4368
Lisa Ryan,Technology,107.88,10.788
Bill Eplett,Office Supplies,81.98,40.1702
Charles Crestani,Office Supplies,104.85,50.328
Charles Crestani,Office Supplies,8.704,3.1552
Charles Crestani,Office Supplies,19.92,9.7608
Charles Crestani,Furniture,43.02,15.4872
Bryan Davis,Furniture,240.784,30.098
Jim Kriz,Office Supplies,414.96,124.488
Doug Bickford,Office Supplies,387.72,-67.851
Rick Reed,Office Supplies,360.38,93.6988
Rick Reed,Office Supplies,13.56,6.2376
Susan Vittorini,Technology,552,34.5
Rick Bensley,Furniture,429.9,111.774
Rick Bensley,Office Supplies,32.06,15.3888
Rick Bensley,Furniture,161.96,45.3488
Rick Bensley,Office Supplies,19.86,5.7594
Mike Vittorini,Office Supplies,12.96,6.3504
Evan Henry,Office Supplies,20.544,6.42
Joy Smith,Furniture,185.58,76.0878
Joy Smith,Office Supplies,77.56,35.6776
Joy Smith,Office Supplies,87.92,0.8792
Joy Smith,Office Supplies,245.94,120.5106
Joy Smith,Office Supplies,8.6,4.042
Joy Smith,Furniture,504.9,126.225
Erica Smith,Office Supplies,2357.488,884.058
Erica Smith,Technology,369.544,32.3351
Erica Smith,Furniture,184.752,-20.7846
Noel Staavos,Office Supplies,64.96,-4.06
Noel Staavos,Office Supplies,13.52,1.69
Noel Staavos,Furniture,458.43,-137.529
Noel Staavos,Office Supplies,387.136,24.196
Noel Staavos,Furniture,328.59,-147.8655
Sally Hughsby,Furniture,338.352,4.2294
Sally Hughsby,Office Supplies,25.92,12.4416
Sally Hughsby,Office Supplies,"Ream\"",0.0
Randy Ferguson,Furniture,87.96,7.6965
Randy Ferguson,Office Supplies,5.214,-4.1712
Dan Lawera,Office Supplies,Black,1.0
Allen Goldenen,Furniture,19.76,8.2992
Scot Wooten,Furniture,109.764,8.5372
Katherine Nockton,Technology,128.85,3.8655
George Bell,Furniture,127.95,21.7515
Clay Ludtke,Office Supplies,68.52,31.5192
Clay Ludtke,Office Supplies,74.94,14.2386
Clay Ludtke,Technology,2548.56,286.713
Clay Ludtke,Office Supplies,271.44,122.148
Clay Ludtke,Technology,287.88,35.985
Karen Ferguson,Office Supplies,14.9,7.152
Karen Ferguson,Technology,4158.912,363.9048
Andy Yotov,Furniture,91.96,15.6332
Andy Yotov,Furniture,33.11,12.9129
Andy Yotov,Office Supplies,19.44,9.3312
Andy Yotov,Office Supplies,55.48,26.6304
Brian Derr,Office Supplies,91.92,11.49
Hunter Glantz,Office Supplies,17.34,4.6818
Hunter Glantz,Technology,71.98,15.1158
Cassandra Brandow,Office Supplies,7.08,2.478
Linda Southworth,Technology,69.98,4.8986
Darrin Martin,Office Supplies,646.272,64.6272
Darrin Martin,Office Supplies,10.368,3.7584
Ann Chong,Office Supplies,8.4,0.336
Ann Chong,Technology,71.96,25.186
